País,Puntuación,Fecha
Andorra,1028.7,25-08-2022
Yemen,1023.52,25-08-2022
Afganistán,1023.04,25-08-2022
Indonesia,1019.19,25-08-2022
Maldivas,1018.25,25-08-2022
Chinese Taipei,1017.78,25-08-2022
Myanmar,1011.91,25-08-2022
Singapur,1004.75,25-08-2022
Nueva Caledonia,999.7,25-08-2022
Papúa Nueva Guinea,997.6,25-08-2022
Tahití,995.11,25-08-2022
Fiyi,993.37,25-08-2022
Vanuatu,990.55,25-08-2022
Sudán del Sur,983.99,25-08-2022
Barbados,982.27,25-08-2022
Cuba,978.65,25-08-2022
Bermudas,977.47,25-08-2022
Malta,974.68,25-08-2022
Puerto Rico,974.32,25-08-2022
Granada,969.0,25-08-2022
Guyana,968.74,25-08-2022
Santa Lucía,965.66,25-08-2022
Camboya,954.3,25-08-2022
Belice,950.88,25-08-2022
Nepal,950.45,25-08-2022
Moldavia,944.96,25-08-2022
Montserrat,940.78,25-08-2022
San Vicente y las Granadinas,939.97,25-08-2022
Mauricio,932.02,25-08-2022
Chad,931.98,25-08-2022
Macao,922.1,25-08-2022
Laos,914.66,25-08-2022
Mongolia,913.55,25-08-2022
Dominica,911.51,25-08-2022
Bután,910.96,25-08-2022
Santo Tomé y Príncipe,908.18,25-08-2022
Samoa Estadounidense,900.27,25-08-2022
Islas Cook,899.33,25-08-2022
Brunéi Darussalam,897.1,25-08-2022
Samoa,894.26,25-08-2022
Bangladesh,883.18,25-08-2022
Yibuti,877.84,25-08-2022
Liechtenstein,873.99,25-08-2022
Pakistán,866.81,25-08-2022
Islas Caimán,865.72,25-08-2022
Tonga,861.81,25-08-2022
Seychelles,860.48,25-08-2022
Timor Oriental,860.06,25-08-2022
Gibraltar,856.55,25-08-2022
Eritrea,855.56,25-08-2022
Aruba,855.37,25-08-2022
Bahamas,854.8,25-08-2022
Somalia,854.72,25-08-2022
Guam,838.33,25-08-2022
Turcas y Caicos,832.0,25-08-2022
Sri Lanka,825.25,25-08-2022
Islas Vírgenes Estadounidenses,823.97,25-08-2022
Islas Vírgenes Británicas,809.32,25-08-2022
Anguila,790.74,25-08-2022
San Marino,763.82,25-08-2022
Brasil,1837.56,23-06-2022
Bélgica,1821.92,23-06-2022
Argentina,1770.65,23-06-2022
Francia,1764.85,23-06-2022
Inglaterra,1737.46,23-06-2022
España,1716.93,23-06-2022
Italia,1713.86,23-06-2022
Países Bajos,1679.41,23-06-2022
Portugal,1678.65,23-06-2022
Dinamarca,1665.47,23-06-2022
Alemania,1658.96,23-06-2022
México,1649.57,23-06-2022
Uruguay,1643.71,23-06-2022
EEUU,1635.01,23-06-2022
Croacia,1632.15,23-06-2022
Suiza,1621.43,23-06-2022
Colombia,1604.07,23-06-2022
Senegal,1593.45,23-06-2022
Gales,1582.13,23-06-2022
Suecia,1563.44,23-06-2022
Perú,1562.24,23-06-2022
Marruecos,1558.9,23-06-2022
RI de Irán,1558.64,23-06-2022
Japón,1552.77,23-06-2022
Serbia,1549.53,23-06-2022
Polonia,1546.18,23-06-2022
Ucrania,1542.79,23-06-2022
República de Corea,1526.2,23-06-2022
Chile,1514.86,23-06-2022
Túnez,1507.86,23-06-2022
Nigeria,1504.7,23-06-2022
República Checa,1502.9,23-06-2022
Austria,1502.47,23-06-2022
Costa Rica,1500.06,23-06-2022
Rusia,1493.42,23-06-2022
Noruega,1488.57,23-06-2022
Hungría,1486.76,23-06-2022
Camerún,1484.95,23-06-2022
Australia,1483.73,23-06-2022
Egipto,1482.63,23-06-2022
Argelia,1480.59,23-06-2022
Turquía,1475.13,23-06-2022
Canadá,1473.82,23-06-2022
Ecuador,1463.74,23-06-2022
Escocia,1462.96,23-06-2022
Mali,1447.74,23-06-2022
República de Irlanda,1442.48,23-06-2022
Grecia,1441.45,23-06-2022
Qatar,1441.41,23-06-2022
Paraguay,1440.13,23-06-2022
Eslovaquia,1439.99,23-06-2022
Côte d'Ivoire,1435.91,23-06-2022
Arabia Saudí,1435.74,23-06-2022
Rumanía,1427.84,23-06-2022
Burkina Faso,1425.64,23-06-2022
Venezuela,1405.17,23-06-2022
Bosnia y Herzegovina,1403.98,23-06-2022
Irlanda del Norte,1399.1,23-06-2022
Finlandia,1398.41,23-06-2022
Ghana,1389.68,23-06-2022
Panamá,1386.51,23-06-2022
Jamaica,1382.06,23-06-2022
Islandia,1379.61,23-06-2022
Macedonia del Norte,1375.2,23-06-2022
Eslovenia,1372.48,23-06-2022
Albania,1361.81,23-06-2022
Montenegro,1354.59,23-06-2022
Sudáfrica,1347.91,23-06-2022
Emiratos Árabes Unidos,1346.09,23-06-2022
Irak,1338.91,23-06-2022
El Salvador,1333.48,23-06-2022
Cabo Verde,1332.96,23-06-2022
RD del Congo,1332.84,23-06-2022
Bulgaria,1325.16,23-06-2022
Omán,1323.03,23-06-2022
Israel,1316.35,23-06-2022
Uzbekistán,1306.63,23-06-2022
RP China,1304.02,23-06-2022
Gabón,1301.84,23-06-2022
Honduras,1299.69,23-06-2022
Bolivia,1298.81,23-06-2022
Georgia,1296.46,23-06-2022
Guinea,1294.89,23-06-2022
Curaçao,1293.35,23-06-2022
Bahréin,1289.25,23-06-2022
Jordania,1279.74,23-06-2022
Haití,1269.07,23-06-2022
Zambia,1268.18,23-06-2022
Siria,1265.03,23-06-2022
Uganda,1264.56,23-06-2022
Benín,1262.49,23-06-2022
Armenia,1242.42,23-06-2022
Luxemburgo,1235.36,23-06-2022
Palestina,1233.72,23-06-2022
República Kirguisa,1232.91,23-06-2022
Bielorrusia,1226.55,23-06-2022
Vietnam,1218.84,23-06-2022
Guinea Ecuatorial,1215.33,23-06-2022
Congo,1215.09,23-06-2022
Líbano,1211.71,23-06-2022
Trinidad y Tobago,1205.85,23-06-2022
Kenia,1202.26,23-06-2022
Nueva Zelanda,1198.96,23-06-2022
India,1198.65,23-06-2022
Madagascar,1196.03,23-06-2022
Kosovo,1183.9,23-06-2022
Chipre,1180.52,23-06-2022
Tayikistán,1179.1,23-06-2022
Estonia,1177.4,23-06-2022
Mauritania,1177.0,23-06-2022
Tailandia,1170.69,23-06-2022
RDP de Corea,1169.96,23-06-2022
Sierra Leona,1168.21,23-06-2022
Kazajstán,1166.28,23-06-2022
Guinea-Bissáu,1165.78,23-06-2022
Guatemala,1161.96,23-06-2022
Namibia,1160.97,23-06-2022
Mozambique,1160.55,23-06-2022
Níger,1155.23,23-06-2022
Libia,1148.36,23-06-2022
Malaui,1146.49,23-06-2022
Angola,1145.26,23-06-2022
Zimbabue,1138.56,23-06-2022
Gambia,1137.22,23-06-2022
Islas Feroe,1136.29,23-06-2022
Comoras,1131.88,23-06-2022
Togo,1130.22,23-06-2022
Azerbaiyán,1127.17,23-06-2022
Letonia,1125.36,23-06-2022
Sudán,1124.91,23-06-2022
Tanzania,1119.24,23-06-2022
Antigua y Barbuda,1117.01,23-06-2022
República Centroafricana,1116.06,23-06-2022
Filipinas,1113.75,23-06-2022
Turkmenistán,1100.47,23-06-2022
Ruanda,1095.04,23-06-2022
Islas Salomón,1092.56,23-06-2022
Etiopía,1086.73,23-06-2022
Nicaragua,1079.18,23-06-2022
Burundi,1078.12,23-06-2022
San Cristóbal y Nieves,1076.91,23-06-2022
Lituania,1074.08,23-06-2022
Surinam,1072.24,23-06-2022
Esuatini,1066.92,23-06-2022
Hong Kong,1061.15,23-06-2022
Lesoto,1059.04,23-06-2022
Malasia,1057.59,23-06-2022
Kuwait,1053.41,23-06-2022
Botsuana,1050.32,23-06-2022
Liberia,1047.36,23-06-2022
República Dominicana,1031.86,23-06-2022
Andorra,1028.7,23-06-2022
Yemen,1023.52,23-06-2022
Afganistán,1023.04,23-06-2022
Indonesia,1019.19,23-06-2022
Maldivas,1018.25,23-06-2022
Chinese Taipei,1017.78,23-06-2022
Myanmar,1011.91,23-06-2022
Singapur,1004.75,23-06-2022
Nueva Caledonia,999.7,23-06-2022
Papúa Nueva Guinea,997.6,23-06-2022
Tahití,995.11,23-06-2022
Fiyi,993.37,23-06-2022
Vanuatu,990.55,23-06-2022
Sudán del Sur,985.53,23-06-2022
Barbados,982.27,23-06-2022
Cuba,978.65,23-06-2022
Malta,974.68,23-06-2022
Puerto Rico,974.32,23-06-2022
Bermudas,970.3,23-06-2022
Granada,969.0,23-06-2022
Guyana,968.74,23-06-2022
Santa Lucía,965.66,23-06-2022
Camboya,954.3,23-06-2022
Belice,950.88,23-06-2022
Nepal,950.45,23-06-2022
Montserrat,947.96,23-06-2022
Moldavia,944.96,23-06-2022
Mauricio,940.47,23-06-2022
San Vicente y las Granadinas,939.97,23-06-2022
Chad,931.98,23-06-2022
Macao,922.1,23-06-2022
Laos,914.66,23-06-2022
Mongolia,913.55,23-06-2022
Dominica,911.51,23-06-2022
Bután,910.96,23-06-2022
Santo Tomé y Príncipe,908.18,23-06-2022
Samoa Estadounidense,900.27,23-06-2022
Islas Cook,899.33,23-06-2022
Brunéi Darussalam,897.1,23-06-2022
Samoa,894.26,23-06-2022
Bangladesh,883.18,23-06-2022
Yibuti,875.98,23-06-2022
Liechtenstein,873.99,23-06-2022
Seychelles,866.94,23-06-2022
Pakistán,866.81,23-06-2022
Islas Caimán,865.72,23-06-2022
Tonga,861.81,23-06-2022
Timor Oriental,861.43,23-06-2022
Somalia,857.39,23-06-2022
Gibraltar,856.55,23-06-2022
Eritrea,855.56,23-06-2022
Aruba,855.37,23-06-2022
Bahamas,854.8,23-06-2022
Guam,838.33,23-06-2022
Turcas y Caicos,832.0,23-06-2022
Sri Lanka,825.25,23-06-2022
Islas Vírgenes Estadounidenses,823.97,23-06-2022
Islas Vírgenes Británicas,809.32,23-06-2022
Anguila,790.74,23-06-2022
San Marino,763.82,23-06-2022
Brasil,1832.69,31-03-2022
Bélgica,1827.0,31-03-2022
Francia,1789.85,31-03-2022
Argentina,1765.13,31-03-2022
Inglaterra,1761.71,31-03-2022
Italia,1723.31,31-03-2022
España,1709.19,31-03-2022
Portugal,1674.78,31-03-2022
México,1658.82,31-03-2022
Países Bajos,1658.66,31-03-2022
Dinamarca,1653.6,31-03-2022
Alemania,1650.53,31-03-2022
Uruguay,1635.73,31-03-2022
Suiza,1635.32,31-03-2022
EEUU,1633.72,31-03-2022
Croacia,1621.11,31-03-2022
Colombia,1600.52,31-03-2022
Gales,1588.08,31-03-2022
Suecia,1584.77,31-03-2022
Senegal,1584.16,31-03-2022
RI de Irán,1564.49,31-03-2022
Perú,1562.32,31-03-2022
Japón,1553.44,31-03-2022
Marruecos,1551.88,31-03-2022
Serbia,1547.53,31-03-2022
Polonia,1544.2,31-03-2022
Ucrania,1535.08,31-03-2022
Chile,1526.4,31-03-2022
República de Corea,1519.54,31-03-2022
Nigeria,1504.01,31-03-2022
Costa Rica,1503.09,31-03-2022
Egipto,1500.67,31-03-2022
República Checa,1500.62,31-03-2022
Austria,1500.37,31-03-2022
Túnez,1499.8,31-03-2022
Rusia,1493.42,31-03-2022
Camerún,1480.48,31-03-2022
Canadá,1479.0,31-03-2022
Escocia,1472.66,31-03-2022
Hungría,1466.08,31-03-2022
Noruega,1463.5,31-03-2022
Australia,1462.29,31-03-2022
Turquía,1461.81,31-03-2022
Argelia,1461.26,31-03-2022
Eslovaquia,1454.98,31-03-2022
Ecuador,1452.63,31-03-2022
República de Irlanda,1449.48,31-03-2022
Rumanía,1446.54,31-03-2022
Arabia Saudí,1444.69,31-03-2022
Paraguay,1443.3,31-03-2022
Qatar,1441.41,31-03-2022
Mali,1436.62,31-03-2022
Côte d'Ivoire,1435.28,31-03-2022
Irlanda del Norte,1423.55,31-03-2022
Grecia,1421.43,31-03-2022
Burkina Faso,1409.61,31-03-2022
Finlandia,1406.87,31-03-2022
Venezuela,1398.14,31-03-2022
Bosnia y Herzegovina,1388.63,31-03-2022
Ghana,1387.36,31-03-2022
Panamá,1382.79,31-03-2022
Macedonia del Norte,1381.07,31-03-2022
Islandia,1380.85,31-03-2022
Jamaica,1378.75,31-03-2022
Eslovenia,1378.23,31-03-2022
Albania,1371.86,31-03-2022
RD del Congo,1365.07,31-03-2022
Emiratos Árabes Unidos,1356.99,31-03-2022
Sudáfrica,1356.01,31-03-2022
Montenegro,1342.79,31-03-2022
Cabo Verde,1339.5,31-03-2022
Irak,1338.91,31-03-2022
Bulgaria,1338.78,31-03-2022
El Salvador,1331.65,31-03-2022
Omán,1324.16,31-03-2022
Israel,1305.92,31-03-2022
RP China,1304.02,31-03-2022
Bolivia,1298.81,31-03-2022
Curaçao,1298.39,31-03-2022
Guinea,1293.21,31-03-2022
Gabón,1290.65,31-03-2022
Honduras,1289.47,31-03-2022
Uzbekistán,1286.55,31-03-2022
Benín,1284.13,31-03-2022
Georgia,1276.31,31-03-2022
Uganda,1275.5,31-03-2022
Zambia,1267.04,31-03-2022
Siria,1265.03,31-03-2022
Bahréin,1262.55,31-03-2022
Haití,1261.86,31-03-2022
Jordania,1259.84,31-03-2022
Armenia,1245.13,31-03-2022
Bielorrusia,1243.2,31-03-2022
Luxemburgo,1229.6,31-03-2022
República Kirguisa,1218.48,31-03-2022
Vietnam,1215.38,31-03-2022
Líbano,1211.71,31-03-2022
Congo,1211.33,31-03-2022
Guinea Ecuatorial,1210.07,31-03-2022
Palestina,1208.9,31-03-2022
Nueva Zelanda,1206.07,31-03-2022
Madagascar,1205.61,31-03-2022
Trinidad y Tobago,1203.78,31-03-2022
Kenia,1202.26,31-03-2022
Chipre,1186.09,31-03-2022
India,1174.04,31-03-2022
Kosovo,1173.9,31-03-2022
Sierra Leona,1173.89,31-03-2022
RDP de Corea,1169.96,31-03-2022
Estonia,1169.06,31-03-2022
Tailandia,1167.68,31-03-2022
Namibia,1162.93,31-03-2022
Mauritania,1162.48,31-03-2022
Tayikistán,1159.42,31-03-2022
Guinea-Bissáu,1158.62,31-03-2022
Níger,1153.23,31-03-2022
Libia,1149.63,31-03-2022
Guatemala,1147.85,31-03-2022
Mozambique,1146.09,31-03-2022
Malaui,1145.08,31-03-2022
Togo,1140.0,31-03-2022
Zimbabue,1138.56,31-03-2022
Gambia,1138.19,31-03-2022
Islas Feroe,1137.4,31-03-2022
Kazajstán,1134.77,31-03-2022
Angola,1131.72,31-03-2022
Antigua y Barbuda,1131.07,31-03-2022
Comoras,1130.77,31-03-2022
Azerbaiyán,1127.05,31-03-2022
Tanzania,1123.79,31-03-2022
República Centroafricana,1122.08,31-03-2022
Sudán,1118.4,31-03-2022
Filipinas,1117.89,31-03-2022
Turkmenistán,1117.6,31-03-2022
Letonia,1105.02,31-03-2022
Ruanda,1097.16,31-03-2022
Islas Salomón,1092.56,31-03-2022
Lituania,1092.04,31-03-2022
Burundi,1080.62,31-03-2022
Etiopía,1076.67,31-03-2022
Surinam,1073.39,31-03-2022
San Cristóbal y Nieves,1072.3,31-03-2022
Esuatini,1070.46,31-03-2022
Nicaragua,1062.21,31-03-2022
Lesoto,1061.72,31-03-2022
Kuwait,1059.94,31-03-2022
Hong Kong,1053.39,31-03-2022
Botsuana,1051.59,31-03-2022
Liberia,1050.5,31-03-2022
Afganistán,1049.77,31-03-2022
Yemen,1046.26,31-03-2022
Myanmar,1044.56,31-03-2022
Andorra,1040.13,31-03-2022
Malasia,1035.06,31-03-2022
República Dominicana,1029.42,31-03-2022
Maldivas,1025.5,31-03-2022
Chinese Taipei,1017.78,31-03-2022
Singapur,1012.27,31-03-2022
Indonesia,1001.61,31-03-2022
Nueva Caledonia,999.7,31-03-2022
Sudán del Sur,998.45,31-03-2022
Papúa Nueva Guinea,997.6,31-03-2022
Barbados,995.94,31-03-2022
Tahití,995.11,31-03-2022
Fiyi,993.37,31-03-2022
Vanuatu,990.55,31-03-2022
Bermudas,982.43,31-03-2022
Nepal,978.86,31-03-2022
Malta,971.56,31-03-2022
Granada,968.49,31-03-2022
Camboya,966.61,31-03-2022
Puerto Rico,962.77,31-03-2022
Belice,962.21,31-03-2022
Guyana,961.07,31-03-2022
San Vicente y las Granadinas,960.71,31-03-2022
Santa Lucía,953.45,31-03-2022
Cuba,950.91,31-03-2022
Montserrat,950.71,31-03-2022
Mauricio,940.47,31-03-2022
Moldavia,932.79,31-03-2022
Chad,931.98,31-03-2022
Macao,922.1,31-03-2022
Santo Tomé y Príncipe,917.62,31-03-2022
Dominica,916.72,31-03-2022
Laos,914.66,31-03-2022
Mongolia,911.49,31-03-2022
Bután,910.96,31-03-2022
Bangladesh,903.98,31-03-2022
Samoa Estadounidense,900.27,31-03-2022
Islas Cook,899.33,31-03-2022
Brunéi Darussalam,898.96,31-03-2022
Liechtenstein,895.08,31-03-2022
Samoa,894.26,31-03-2022
Yibuti,875.98,31-03-2022
Islas Caimán,873.64,31-03-2022
Seychelles,866.94,31-03-2022
Pakistán,866.81,31-03-2022
Timor Oriental,865.47,31-03-2022
Tonga,861.81,31-03-2022
Aruba,859.97,31-03-2022
Bahamas,858.5,31-03-2022
Somalia,857.39,31-03-2022
Gibraltar,857.2,31-03-2022
Eritrea,855.56,31-03-2022
Sri Lanka,842.93,31-03-2022
Turcas y Caicos,839.84,31-03-2022
Guam,838.33,31-03-2022
Islas Vírgenes Estadounidenses,816.13,31-03-2022
Islas Vírgenes Británicas,812.94,31-03-2022
Anguila,792.34,31-03-2022
San Marino,776.97,31-03-2022
Bélgica,1828.45,10-02-2022
Brasil,1823.42,10-02-2022
Francia,1786.15,10-02-2022
Argentina,1766.99,10-02-2022
Inglaterra,1755.52,10-02-2022
Italia,1740.77,10-02-2022
España,1704.75,10-02-2022
Portugal,1660.25,10-02-2022
Dinamarca,1654.54,10-02-2022
Países Bajos,1653.73,10-02-2022
Alemania,1648.33,10-02-2022
México,1647.9,10-02-2022
EEUU,1643.34,10-02-2022
Suiza,1642.83,10-02-2022
Croacia,1620.74,10-02-2022
Uruguay,1614.05,10-02-2022
Suecia,1588.26,10-02-2022
Senegal,1587.78,10-02-2022
Colombia,1585.89,10-02-2022
Gales,1578.01,10-02-2022
RI de Irán,1572.89,10-02-2022
Perú,1563.45,10-02-2022
Japón,1549.82,10-02-2022
Marruecos,1547.42,10-02-2022
Serbia,1547.38,10-02-2022
Chile,1543.16,10-02-2022
Ucrania,1535.08,10-02-2022
Polonia,1530.62,10-02-2022
República de Corea,1522.85,10-02-2022
Austria,1511.56,10-02-2022
República Checa,1510.42,10-02-2022
Nigeria,1509.91,10-02-2022
Canadá,1497.82,10-02-2022
Egipto,1497.05,10-02-2022
Rusia,1493.42,10-02-2022
Túnez,1489.92,10-02-2022
Australia,1486.86,10-02-2022
Camerún,1480.82,10-02-2022
Turquía,1472.72,10-02-2022
Escocia,1471.82,10-02-2022
Hungría,1465.62,10-02-2022
Costa Rica,1464.06,10-02-2022
Argelia,1460.93,10-02-2022
Ecuador,1458.63,10-02-2022
Noruega,1455.43,10-02-2022
Eslovaquia,1455.36,10-02-2022
Rumanía,1453.18,10-02-2022
Mali,1446.49,10-02-2022
República de Irlanda,1444.29,10-02-2022
Paraguay,1440.53,10-02-2022
Côte d'Ivoire,1439.62,10-02-2022
Qatar,1437.91,10-02-2022
Arabia Saudí,1433.95,10-02-2022
Irlanda del Norte,1424.97,10-02-2022
Grecia,1421.99,10-02-2022
Burkina Faso,1418.58,10-02-2022
Finlandia,1411.77,10-02-2022
Venezuela,1411.45,10-02-2022
Bosnia y Herzegovina,1391.19,10-02-2022
Islandia,1382.81,10-02-2022
Ghana,1381.45,10-02-2022
Jamaica,1378.62,10-02-2022
Panamá,1375.56,10-02-2022
Eslovenia,1375.42,10-02-2022
Albania,1374.98,10-02-2022
RD del Congo,1369.53,10-02-2022
Macedonia del Norte,1367.23,10-02-2022
Sudáfrica,1358.24,10-02-2022
Emiratos Árabes Unidos,1353.1,10-02-2022
El Salvador,1346.04,10-02-2022
Bulgaria,1345.47,10-02-2022
Montenegro,1342.89,10-02-2022
Cabo Verde,1336.88,10-02-2022
Irak,1325.44,10-02-2022
RP China,1313.81,10-02-2022
Bolivia,1308.12,10-02-2022
Israel,1306.7,10-02-2022
Honduras,1303.96,10-02-2022
Omán,1301.0,10-02-2022
Curaçao,1298.39,10-02-2022
Guinea,1292.58,10-02-2022
Gabón,1290.65,10-02-2022
Benín,1282.53,10-02-2022
Uganda,1279.18,10-02-2022
Uzbekistán,1277.02,10-02-2022
Georgia,1269.24,10-02-2022
Haití,1268.05,10-02-2022
Zambia,1264.64,10-02-2022
Bahréin,1263.61,10-02-2022
Jordania,1259.84,10-02-2022
Siria,1251.22,10-02-2022
Armenia,1242.24,10-02-2022
Luxemburgo,1236.45,10-02-2022
Bielorrusia,1233.43,10-02-2022
Líbano,1228.97,10-02-2022
República Kirguisa,1228.69,10-02-2022
Congo,1221.4,10-02-2022
Vietnam,1218.55,10-02-2022
Guinea Ecuatorial,1210.07,10-02-2022
Palestina,1208.9,10-02-2022
Trinidad y Tobago,1205.99,10-02-2022
Madagascar,1205.61,10-02-2022
Kenia,1202.26,10-02-2022
India,1182.75,10-02-2022
Chipre,1178.65,10-02-2022
Estonia,1176.5,10-02-2022
Sierra Leona,1173.81,10-02-2022
RDP de Corea,1169.96,10-02-2022
Kosovo,1163.05,10-02-2022
Namibia,1162.93,10-02-2022
Nueva Zelanda,1161.66,10-02-2022
Tailandia,1160.14,10-02-2022
Guinea-Bissáu,1158.62,10-02-2022
Níger,1158.39,10-02-2022
Tayikistán,1152.56,10-02-2022
Mauritania,1152.52,10-02-2022
Mozambique,1151.0,10-02-2022
Libia,1149.51,10-02-2022
Malaui,1145.08,10-02-2022
Kazajstán,1140.71,10-02-2022
Azerbaiyán,1139.02,10-02-2022
Zimbabue,1138.56,10-02-2022
Guatemala,1138.4,10-02-2022
Islas Feroe,1136.99,10-02-2022
Gambia,1135.18,10-02-2022
Togo,1133.24,10-02-2022
Angola,1131.72,10-02-2022
Antigua y Barbuda,1131.07,10-02-2022
Filipinas,1129.91,10-02-2022
República Centroafricana,1127.2,10-02-2022
Comoras,1126.2,10-02-2022
Tanzania,1118.76,10-02-2022
Sudán,1118.31,10-02-2022
Turkmenistán,1117.6,10-02-2022
Letonia,1100.03,10-02-2022
Ruanda,1097.16,10-02-2022
Lituania,1091.77,10-02-2022
Etiopía,1081.24,10-02-2022
San Cristóbal y Nieves,1077.76,10-02-2022
Surinam,1077.57,10-02-2022
Burundi,1075.82,10-02-2022
Islas Salomón,1072.78,10-02-2022
Kuwait,1065.56,10-02-2022
Nicaragua,1062.21,10-02-2022
Liberia,1058.28,10-02-2022
Lesoto,1057.62,10-02-2022
Esuatini,1054.14,10-02-2022
Hong Kong,1053.39,10-02-2022
Botsuana,1051.59,10-02-2022
Afganistán,1049.77,10-02-2022
Yemen,1046.26,10-02-2022
Myanmar,1044.56,10-02-2022
Nueva Caledonia,1035.12,10-02-2022
Malasia,1034.53,10-02-2022
Andorra,1030.28,10-02-2022
República Dominicana,1029.42,10-02-2022
Maldivas,1021.58,10-02-2022
Chinese Taipei,1017.78,10-02-2022
Tahití,1014.27,10-02-2022
Indonesia,1001.61,10-02-2022
Singapur,1000.78,10-02-2022
Fiyi,996.27,10-02-2022
Barbados,995.94,10-02-2022
Vanuatu,995.62,10-02-2022
Papúa Nueva Guinea,990.55,10-02-2022
Bermudas,982.43,10-02-2022
Nepal,982.22,10-02-2022
Sudán del Sur,977.81,10-02-2022
Granada,974.03,10-02-2022
Belice,967.42,10-02-2022
Camboya,966.61,10-02-2022
Puerto Rico,962.77,10-02-2022
San Vicente y las Granadinas,960.71,10-02-2022
Malta,958.95,10-02-2022
Guyana,958.87,10-02-2022
Mauricio,955.18,10-02-2022
Santa Lucía,953.45,10-02-2022
Montserrat,950.71,10-02-2022
Cuba,948.96,10-02-2022
Chad,935.0,10-02-2022
Moldavia,926.85,10-02-2022
Macao,922.1,10-02-2022
Dominica,916.72,10-02-2022
Mongolia,916.68,10-02-2022
Bután,910.96,10-02-2022
Bangladesh,907.83,10-02-2022
Laos,904.6,10-02-2022
Brunéi Darussalam,903.9,10-02-2022
Santo Tomé y Príncipe,903.31,10-02-2022
Samoa Estadounidense,900.27,10-02-2022
Liechtenstein,899.52,10-02-2022
Yibuti,896.62,10-02-2022
Samoa,894.26,10-02-2022
Somalia,873.71,10-02-2022
Islas Caimán,873.64,10-02-2022
Seychelles,870.63,10-02-2022
Pakistán,866.81,10-02-2022
Timor Oriental,865.47,10-02-2022
Tonga,861.81,10-02-2022
Aruba,859.97,10-02-2022
Bahamas,858.5,10-02-2022
Eritrea,855.56,10-02-2022
Gibraltar,853.6,10-02-2022
Sri Lanka,842.93,10-02-2022
Turcas y Caicos,839.84,10-02-2022
Guam,838.33,10-02-2022
Islas Vírgenes Estadounidenses,816.13,10-02-2022
Islas Vírgenes Británicas,812.94,10-02-2022
Anguila,792.34,10-02-2022
San Marino,780.33,10-02-2022
Bélgica,1828.45,23-12-2021
Brasil,1826.35,23-12-2021
Francia,1786.15,23-12-2021
Inglaterra,1755.52,23-12-2021
Argentina,1750.51,23-12-2021
Italia,1740.77,23-12-2021
España,1704.75,23-12-2021
Portugal,1660.25,23-12-2021
Dinamarca,1654.54,23-12-2021
Países Bajos,1653.73,23-12-2021
EEUU,1648.51,23-12-2021
Alemania,1648.33,23-12-2021
Suiza,1642.83,23-12-2021
México,1638.3,23-12-2021
Croacia,1620.74,23-12-2021
Colombia,1607.15,23-12-2021
Uruguay,1596.66,23-12-2021
Suecia,1588.26,23-12-2021
Gales,1578.01,23-12-2021
Senegal,1561.68,23-12-2021
RI de Irán,1557.58,23-12-2021
Perú,1551.15,23-12-2021
Serbia,1547.38,23-12-2021
Chile,1543.42,23-12-2021
Ucrania,1535.08,23-12-2021
Japón,1531.53,23-12-2021
Polonia,1530.62,23-12-2021
Marruecos,1529.93,23-12-2021
Argelia,1516.51,23-12-2021
Túnez,1512.72,23-12-2021
Austria,1511.56,23-12-2021
República Checa,1510.42,23-12-2021
República de Corea,1507.24,23-12-2021
Rusia,1493.42,23-12-2021
Australia,1484.88,23-12-2021
Nigeria,1478.78,23-12-2021
Turquía,1472.72,23-12-2021
Escocia,1471.82,23-12-2021
Hungría,1465.62,23-12-2021
Canadá,1462.32,23-12-2021
Noruega,1455.43,23-12-2021
Eslovaquia,1455.36,23-12-2021
Paraguay,1454.52,23-12-2021
Rumanía,1453.18,23-12-2021
Egipto,1451.77,23-12-2021
Ecuador,1448.27,23-12-2021
República de Irlanda,1444.29,23-12-2021
Qatar,1437.91,23-12-2021
Costa Rica,1437.43,23-12-2021
Camerún,1437.35,23-12-2021
Arabia Saudí,1434.71,23-12-2021
Ghana,1428.97,23-12-2021
Mali,1427.98,23-12-2021
Irlanda del Norte,1424.97,23-12-2021
Grecia,1421.99,23-12-2021
Côte d'Ivoire,1417.86,23-12-2021
Jamaica,1412.13,23-12-2021
Finlandia,1411.77,23-12-2021
Venezuela,1409.14,23-12-2021
Burkina Faso,1397.64,23-12-2021
Bosnia y Herzegovina,1391.19,23-12-2021
Islandia,1385.21,23-12-2021
Panamá,1379.34,23-12-2021
RD del Congo,1375.64,23-12-2021
Eslovenia,1375.42,23-12-2021
Albania,1374.98,23-12-2021
Macedonia del Norte,1367.23,23-12-2021
Sudáfrica,1358.24,23-12-2021
Emiratos Árabes Unidos,1350.39,23-12-2021
El Salvador,1349.47,23-12-2021
Bulgaria,1345.47,23-12-2021
Montenegro,1342.89,23-12-2021
Cabo Verde,1339.48,23-12-2021
RP China,1337.33,23-12-2021
Irak,1333.03,23-12-2021
Honduras,1332.16,23-12-2021
Bolivia,1324.21,23-12-2021
Israel,1306.7,23-12-2021
Omán,1306.01,23-12-2021
Curaçao,1298.39,23-12-2021
Guinea,1298.32,23-12-2021
Uganda,1285.28,23-12-2021
Benín,1282.53,23-12-2021
Uzbekistán,1274.58,23-12-2021
Georgia,1269.24,23-12-2021
Siria,1268.54,23-12-2021
